stop_id,hour,day_of_week,avg_occupancy,trip_count,latitude,longitude,is_weekend,is_rush_hour,demand_score
S1000,5,2,1.0,1,5.535073687877205,-0.23386575074903213,0,0,20.0
S1000,5,4,1.0,1,5.5337672046482576,-0.23620478201865372,0,0,20.0
S1000,5,6,0.5,2,5.532569125065275,-0.23550592934063475,1,0,20.0
S1000,6,2,0.8,1,5.533659660882874,-0.23413790324615202,0,0,16.0
S1000,6,3,0.5,1,5.533423479043078,-0.2347329554307475,0,0,10.0
S1000,7,1,0.5,2,5.534066855933297,-0.235157559316208,0,1,20.0
S1000,7,3,0.5,1,5.535413649737427,-0.23456761175352148,0,1,10.0
S1000,7,5,0.5,1,5.533958212021695,-0.23637049134698118,1,1,10.0
S1000,8,0,0.8,1,5.534038916208851,-0.23434521077644427,0,1,16.0
S1000,8,4,0.5,1,5.534961008694368,-0.23574571608391512,0,1,10.0
S1000,9,0,0.5,1,5.533305388257414,-0.23653553717079723,0,1,10.0
S1000,9,4,0.5,1,5.534765707460683,-0.2363157774402865,0,1,10.0
S1000,10,3,0.2,1,5.53508924737933,-0.2359694854267201,0,0,4.0
S1000,11,2,0.2,1,5.532440182770358,-0.23548536337432366,0,0,4.0
S1000,11,4,0.5,1,5.534943964434665,-0.23514640760011465,0,0,10.0
S1000,11,5,0.5,1,5.534459616198061,-0.2360664254611334,1,0,10.0
S1000,12,4,0.6,2,5.533733889164564,-0.23526746964884587,0,0,24.0
S1000,13,2,0.8,1,5.53426200001901,-0.23591443084957955,0,0,16.0
S1000,14,3,1.0,1,5.535104811400409,-0.23648266251181058,0,0,20.0
S1000,14,6,0.8,1,5.53463484107157,-0.23621028218258058,1,0,16.0
S1000,15,1,0.8,1,5.53358658686784,-0.23508942984304013,0,0,16.0
S1000,15,2,0.2,1,5.533566697174162,-0.23767276041677562,0,0,4.0
S1000,15,4,0.5,1,5.533380660729238,-0.2353126349283991,0,0,10.0
S1000,16,3,0.2,1,5.536171636790446,-0.23364246127801355,0,0,4.0
S1000,17,2,0.5,1,5.5343089829538545,-0.23596355906492844,0,1,10.0
S1000,18,0,0.2,1,5.53457726538538,-0.23531428001352642,0,1,4.0
S1000,18,1,0.2,1,5.534907307038326,-0.23673561624320624,0,1,4.0
S1000,18,3,0.5,1,5.532454553172566,-0.23847862010769208,0,1,10.0
S1000,18,4,0.5,1,5.533612845649377,-0.23769209140522515,0,1,10.0
S1000,18,5,0.2,1,5.532530790428593,-0.23495283760542762,1,1,4.0
S1000,19,1,0.6,2,5.534895404528431,-0.2356309780480923,0,1,24.0
S1000,19,5,0.2,1,5.534483434978854,-0.23662418160356627,1,1,4.0
S1000,20,1,0.5,1,5.53482715672675,-0.23754694129541237,0,0,10.0
S1000,20,2,0.5,1,5.535411570206456,-0.23526276522621242,0,0,10.0
S1000,21,0,0.8,1,5.5352293266841475,-0.23592673663254654,0,0,16.0
S1001,5,4,0.5,1,5.534262045676928,-0.22757308301669724,0,0,10.0
S1001,6,2,0.5,1,5.5368153149444375,-0.23033409140471392,0,0,10.0
S1001,6,4,0.8,1,5.534195938279053,-0.22903276087259752,0,0,16.0
S1001,6,5,0.5,1,5.5363029056399515,-0.2286156510345527,1,0,10.0
S1001,7,4,0.8,1,5.536184588347929,-0.22884903894594683,0,1,16.0
S1001,8,0,0.5,2,5.535439307164382,-0.22877395880567794,0,1,20.0
S1001,8,4,0.35,2,5.534596016642333,-0.22939507076888457,0,1,14.0
S1001,8,5,0.2,1,5.5359609743594484,-0.2282298091973259,1,1,4.0
S1001,10,1,0.5,1,5.5358314565375375,-0.22852952105747418,0,0,10.0
S1001,10,6,0.8,1,5.535799004133875,-0.22922433843507692,1,0,16.0
S1001,12,1,0.5,1,5.535383029099201,-0.22890905330943437,0,0,10.0
S1001,13,4,0.6,2,5.534337154598414,-0.2290784079131489,0,0,24.0
S1001,14,1,0.35,2,5.536275708097625,-0.22993433383010511,0,0,14.0
S1001,14,3,0.5,1,5.531873181456279,-0.22898949508775268,0,0,10.0
S1001,14,4,0.8,1,5.53639864369851,-0.22786132966979777,0,0,16.0
S1001,16,5,0.8,1,5.5360076865909695,-0.22979867378772278,1,0,16.0
S1001,17,1,0.5,1,5.534015520261295,-0.22953307330784234,0,1,10.0
S1001,17,2,0.8,1,5.535911015057183,-0.22982336211864476,0,1,16.0
S1001,18,3,0.5,1,5.535501788709901,-0.23088495032435344,0,1,10.0
S1001,18,4,0.5,1,5.536283578155546,-0.22779807331824667,0,1,10.0
S1001,18,5,0.5,2,5.534743517248156,-0.2287528197035759,1,1,20.0
S1001,19,0,0.2,1,5.5349733703614055,-0.2300239433061289,0,1,4.0
S1001,19,1,0.8,1,5.536107631201255,-0.22828082422923893,0,1,16.0
S1001,19,2,0.8,1,5.533346771868571,-0.23070952658240856,0,1,16.0
S1001,19,5,0.5,1,5.5349381416693015,-0.22762209265860467,1,1,10.0
S1001,20,1,0.8,1,5.535037923454986,-0.22890473761949667,0,0,16.0
S1001,20,5,0.5,1,5.5362920410216105,-0.2290992926734269,1,0,10.0
S1001,21,0,0.5,1,5.536781317316338,-0.22991301258872504,0,0,10.0
S1001,21,5,0.5,1,5.534232489338139,-0.22754637447822923,1,0,10.0
S1003,5,6,0.8,1,5.538108264301273,-0.21594520098435716,1,0,16.0
S1003,9,3,0.2,1,5.537014274104638,-0.2176085072567882,0,1,4.0
S1003,10,0,0.5,2,5.538876789926831,-0.21603491147742365,0,0,20.0
S1003,11,0,0.5,1,5.539750056451302,-0.21823699049135606,0,0,10.0
S1003,13,2,0.5,1,5.537526018040518,-0.21669895158410166,0,0,10.0
S1003,13,6,0.5,1,5.537715305110261,-0.21579636896434026,1,0,10.0
S1003,15,0,0.5,2,5.537991765937734,-0.21554162983794392,0,0,20.0
S1003,15,1,0.2,1,5.537620996458106,-0.21588743350863818,0,0,4.0
S1003,17,2,0.2,1,5.538762769385718,-0.21437649812512838,0,1,4.0
S1003,18,5,0.5,1,5.539915469432922,-0.21431879644445267,1,1,10.0
S1003,20,4,0.2,1,5.539555570834146,-0.21469972858299202,0,0,4.0
S1003,22,4,0.5,1,5.538015051228018,-0.2159077753746278,0,0,10.0
S1005,6,2,0.5,1,5.542519873656419,-0.21610297307828752,0,0,10.0
S1005,10,6,0.5,1,5.544258506729476,-0.21769517765256347,1,0,10.0
S1005,12,2,0.2,1,5.541956871358696,-0.21517003939625484,0,0,4.0
S1005,13,3,0.2,1,5.544550414417925,-0.21621572625275398,0,0,4.0
S1005,16,6,0.2,1,5.5456087898470185,-0.21719329950298655,1,0,4.0
S1005,18,1,0.5,1,5.544123773817222,-0.2136821062525405,0,1,10.0
S1005,21,5,0.2,1,5.543193546565275,-0.21707182914756806,1,0,4.0
S1005,21,6,0.5,1,5.543715045442559,-0.21607251662826332,1,0,10.0
S1007,6,3,0.8,1,5.547104134109165,-0.21926860814658017,0,0,16.0
S1007,6,4,0.8,1,5.546368857993356,-0.21693096576519352,0,0,16.0
S1007,6,6,0.5,1,5.547446608271544,-0.22003000319387733,1,0,10.0
S1007,8,6,0.5,1,5.546571221123302,-0.21822944557227622,1,1,10.0
S1007,10,5,0.2,1,5.5496614706620155,-0.21596094253431708,1,0,4.0
S1007,11,4,0.2,1,5.54639768304092,-0.21844109625718774,0,0,4.0
S1007,12,3,0.2,1,5.548140875774991,-0.21938055738488332,0,0,4.0
S1007,14,2,0.2,1,5.548820239198813,-0.21704385320832614,0,0,4.0
S1007,15,5,1.0,1,5.546820575034986,-0.21758069296092086,1,0,20.0
S1007,16,4,0.2,1,5.549693719000701,-0.21669378885777593,0,0,4.0
S1007,18,4,0.2,1,5.546999185192084,-0.21813276729703354,0,1,4.0
S1007,18,5,0.2,1,5.544863087393336,-0.21830250298298046,1,1,4.0
S1007,18,6,0.5,1,5.547589179546546,-0.2177431412520091,1,1,10.0
S1007,20,3,0.2,1,5.54731792214347,-0.2174496869993726,0,0,4.0
S101,7,2,0.2,1,5.539068259184117,-0.4025505007258739,0,1,4.0
S101,8,1,1.0,1,5.5390052610241565,-0.4021552319914091,0,1,20.0
S101,8,4,0.2,1,5.539325708614297,-0.40275605637836903,0,1,4.0
S101,10,2,0.2,1,5.53699094380016,-0.4036235966630621,0,0,4.0
S101,11,0,0.5,1,5.535418666545317,-0.4039045179579434,0,0,10.0
S101,20,1,0.2,1,5.538457745369293,-0.40281465327246446,0,0,4.0
S1011,5,4,1.0,1,5.556928540809035,-0.22981319080127086,0,0,20.0
S1011,9,3,0.5,1,5.556514412918072,-0.2313053697395944,0,1,10.0
S1011,9,6,0.8,1,5.55650920417245,-0.23119652906003682,1,1,16.0
S1011,10,5,0.5,1,5.556086345300815,-0.2325656888817609,1,0,10.0
S1011,10,6,0.5,1,5.557596712254082,-0.23126445380197772,1,0,10.0
S1011,12,5,0.65,2,5.558036803923392,-0.23290351646181448,1,0,26.0
S1011,15,3,0.8,1,5.558044142643338,-0.2326316689610971,0,0,16.0
S1011,17,1,0.5,1,5.55769781716539,-0.2324941849915711,0,1,10.0
S1011,19,0,1.0,1,5.556386753607441,-0.23339402902917827,0,1,20.0
S1011,19,4,1.0,1,5.5577901712063476,-0.2310683881491176,0,1,20.0
S1011,20,5,0.5,1,5.554949975682561,-0.2317996480136789,1,0,10.0
S1011,21,3,0.8,1,5.557261952702297,-0.23099304930288184,0,0,16.0
S1013,10,2,0.8,1,5.551928699440835,-0.2321316461723165,0,0,16.0
S1013,16,0,0.5,1,5.551972459027176,-0.2301687230000119,0,0,10.0
S1013,20,3,0.2,1,5.552611174977334,-0.22982768290566757,0,0,4.0
S1014,17,4,1.0,1,5.53964408202404,-0.22614920118439436,0,1,20.0
S1014,18,5,0.5,1,5.540345683928594,-0.22423092879958706,1,1,10.0
S1014,20,6,0.2,1,5.541633451811225,-0.22547079848427834,1,0,4.0
S1014,22,0,0.8,1,5.541508583700708,-0.22547993291357865,0,0,16.0
S1015,6,6,0.5,1,5.5377263635590985,-0.21516861909225363,1,0,10.0
S1015,8,2,1.0,1,5.537331230889448,-0.21424467889502513,0,1,20.0
S1015,12,1,1.0,1,5.537472964683502,-0.2145405687499195,0,0,20.0
S1015,13,5,0.5,1,5.537256541809438,-0.21380086527615874,1,0,10.0
S1015,15,3,0.5,1,5.537687674486421,-0.21508878010911775,0,0,10.0
S1015,17,5,0.5,1,5.538480877793424,-0.21697655183297365,1,1,10.0
S1015,19,2,0.2,1,5.538523694513801,-0.2150222264237115,0,1,4.0
S1015,22,3,0.5,1,5.5383753874994515,-0.21674863416913512,0,0,10.0
S1018,8,6,0.2,1,5.553817698072927,-0.2326245365766449,1,1,4.0
S1018,9,6,0.5,1,5.553526381937496,-0.23194650621642554,1,1,10.0
S1018,12,2,0.5,1,5.552642414433399,-0.23169778870544258,0,0,10.0
S1018,13,6,0.5,2,5.5534663084659535,-0.23015960054569687,1,0,20.0
S1018,14,4,1.0,1,5.5543388847550395,-0.23126000957213974,0,0,20.0
S1018,15,6,0.2,1,5.552746023614824,-0.23190175471073632,1,0,4.0
S1018,16,2,0.2,1,5.553637578826459,-0.23243483693591047,0,0,4.0
S1018,17,0,0.5,1,5.553225897590133,-0.23156460816309543,0,1,10.0
S1018,19,0,1.0,1,5.553117186352093,-0.23208389779315866,0,1,20.0
S1018,19,3,0.2,1,5.5553832597604,-0.22981971373897325,0,1,4.0
S102,6,0,0.5,1,5.537186663368667,-0.41230899687642253,0,0,10.0
S102,6,2,0.2,1,5.536568594616469,-0.41289451662616417,0,0,4.0
S102,6,4,0.35,2,5.5345462455498176,-0.41241758354813646,0,0,14.0
S102,6,5,0.5,1,5.536130960102499,-0.41271792092410614,1,0,10.0
S102,8,6,0.5,1,5.537199404662846,-0.41083368109946505,1,1,10.0
S102,9,2,0.8,1,5.535004897128516,-0.4109039472874293,0,1,16.0
S102,9,6,0.5,1,5.534748057409981,-0.4114843773481263,1,1,10.0
S102,10,1,0.2,1,5.5376355709303375,-0.41330544340582903,0,0,4.0
S102,11,0,1.0,1,5.534551961110575,-0.4138130213767536,0,0,20.0
S102,11,4,0.5,1,5.536905045243587,-0.41472864463983694,0,0,10.0
S102,12,0,0.5,1,5.536052176495013,-0.4122598702905372,0,0,10.0
S102,12,1,0.5,1,5.536703180187935,-0.41235998027419474,0,0,10.0
S102,12,4,0.8,1,5.5359661629455905,-0.412781296852258,0,0,16.0
S102,12,5,0.5,1,5.535897280937833,-0.4126045770210125,1,0,10.0
S102,13,5,0.8,1,5.53625436472212,-0.4122581708307706,1,0,16.0
S102,14,0,0.6,2,5.536060943561071,-0.41267802134976167,0,0,24.0
S102,14,2,0.2,1,5.535438851414347,-0.412394642166772,0,0,4.0
S102,14,3,0.5,1,5.5365459931969445,-0.4141059400610484,0,0,10.0
S102,14,4,0.2,1,5.535673170297283,-0.4112924431178703,0,0,4.0
S102,14,5,0.2,1,5.536834030087051,-0.41251675961741674,1,0,4.0
S102,15,3,0.2,1,5.536003494046041,-0.41395465175905805,0,0,4.0
S102,15,4,0.5,1,5.534497571841572,-0.41547313374757533,0,0,10.0
S102,17,1,0.5,1,5.5340875576092445,-0.411504119248756,0,1,10.0
S102,18,3,0.8,1,5.535472376575907,-0.4138456161336334,0,1,16.0
S102,18,6,0.5,1,5.535728219294038,-0.41272358903438294,1,1,10.0
S102,19,0,0.5,1,5.536880811314954,-0.41286120132855386,0,1,10.0
S102,19,2,0.5,1,5.5364266965342335,-0.41173450520731664,0,1,10.0
S102,20,3,1.0,1,5.535800165888884,-0.4128329941922944,0,0,20.0
S102,20,5,0.5,1,5.537133508531633,-0.41251052593392334,1,0,10.0
S102,21,2,0.2,1,5.53726227926024,-0.41220367806340213,0,0,4.0
S102,21,6,0.2,1,5.535668762294486,-0.4149675589795949,1,0,4.0
S1022,6,6,0.2,1,5.538163217226273,-0.2174570643415154,1,0,4.0
S1022,8,6,0.2,1,5.537951785343986,-0.2181273336406129,1,1,4.0
S1022,9,4,0.5,1,5.540221517833077,-0.21824167739720496,0,1,10.0
S1022,11,5,0.8,1,5.538386861852554,-0.21898804207279085,1,0,16.0
S1022,11,6,0.2,1,5.536180387858043,-0.22000655252154228,1,0,4.0
S1022,12,1,0.5,1,5.536787670846126,-0.21804752336824781,0,0,10.0
S1022,13,6,0.2,1,5.539796651270693,-0.21834117421468255,1,0,4.0
S1022,15,6,0.2,1,5.538469281928106,-0.21807737059174792,1,0,4.0
S1022,18,0,0.8,1,5.538047008555543,-0.2186000919567536,0,1,16.0
S1022,18,5,0.5,1,5.536959244797294,-0.21786464222244759,1,1,10.0
S1022,19,4,0.8,1,5.539048969872488,-0.21640244452425864,0,1,16.0
S1022,21,0,0.5,1,5.53674564489312,-0.21709793331002367,0,0,10.0
S1023,10,1,0.5,1,5.556743692449136,-0.23280006464525418,0,0,10.0
S1023,11,1,0.5,1,5.558533083077269,-0.23049974804860782,0,0,10.0
S1023,11,5,0.8,1,5.558362642778785,-0.2307329246180264,1,0,16.0
S1023,12,3,0.2,1,5.558013624574667,-0.23081222436569962,0,0,4.0
S1023,14,3,0.2,1,5.558439617793703,-0.22938874725675923,0,0,4.0
S1023,15,3,0.2,1,5.557534504381385,-0.23154595909131934,0,0,4.0
S1023,16,1,0.5,1,5.556487446397954,-0.23104413801447687,0,0,10.0
S1023,17,2,0.8,1,5.559323359142427,-0.22953213421601748,0,1,16.0
S1023,18,2,0.8,1,5.559766950012895,-0.23149261466286963,0,1,16.0
S1023,21,0,0.5,1,5.557802164227218,-0.230762104235601,0,0,10.0
S1023,21,2,0.5,1,5.559057769039126,-0.22968511157764093,0,0,10.0
S1023,22,5,0.5,1,5.557468281435862,-0.23209898986426428,1,0,10.0
S1025,9,4,0.8,1,5.564039788910656,-0.2344714170262561,0,1,16.0
S1025,11,1,0.5,1,5.56502877850591,-0.23318748930999217,0,0,10.0
S1025,11,5,0.8,1,5.56190822867667,-0.23268920329608453,1,0,16.0
S1025,13,4,1.0,1,5.563469220475852,-0.23430054293055264,0,0,20.0
S1025,14,0,0.8,1,5.563328848103326,-0.2336393608005913,0,0,16.0
S1025,14,1,0.5,1,5.562300842514774,-0.22987248701648239,0,0,10.0
S1025,14,6,0.2,1,5.564566054739416,-0.23184704527449437,1,0,4.0
S1025,15,4,0.8,1,5.564855755299796,-0.23389229282963062,0,0,16.0
S1025,16,5,0.2,1,5.563351001640628,-0.23177521657733544,1,0,4.0
S1025,17,1,0.5,1,5.562773335119764,-0.23181118621355482,0,1,10.0
S1025,18,5,0.2,1,5.562647643249187,-0.2333841800606364,1,1,4.0
S1025,19,1,0.2,1,5.563751428337104,-0.23261900590152026,0,1,4.0
S1025,19,4,0.2,1,5.561385874309917,-0.23508076922139184,0,1,4.0
S1025,20,3,0.65,2,5.563208905098461,-0.2338080717992613,0,0,26.0
S1025,21,2,0.2,1,5.563317607110374,-0.23318281725500045,0,0,4.0
S1032,7,4,0.5,1,5.557863127455561,-0.2126196868762848,0,1,10.0
S1032,10,3,0.5,1,5.555722900912196,-0.21195542953876154,0,0,10.0
S1032,11,1,0.5,1,5.556558266517514,-0.21220834580919126,0,0,10.0
S1032,16,0,0.5,1,5.557546463629024,-0.2108865786490323,0,0,10.0
S1032,20,2,0.5,1,5.5570035790558645,-0.21279673791655443,0,0,10.0
S1032,20,5,0.5,1,5.55661285976895,-0.21246606735096102,1,0,10.0
S1037,19,5,0.2,1,5.582605902560478,-0.21552434542195556,1,1,4.0
S1038,5,6,0.5,1,5.591495796644254,-0.2165968196967533,1,0,10.0
S1038,7,2,1.0,1,5.588648849671797,-0.21711790261196526,0,1,20.0
S1038,7,4,0.2,1,5.591308320324084,-0.21716984016001029,0,1,4.0
S1038,8,4,0.2,1,5.591298507494953,-0.21540462106808295,0,1,4.0
S1038,9,6,1.0,1,5.59138063955274,-0.21805010125619814,1,1,20.0
S1038,11,5,0.2,1,5.589691801779369,-0.2165702740869213,1,0,4.0
S1038,13,1,0.8,1,5.590401334329176,-0.216778743187154,0,0,16.0
S1038,19,3,0.8,1,5.590012377791864,-0.2171798265557909,0,1,16.0
S1038,21,0,0.2,1,5.592111859757641,-0.21545472557347778,0,0,4.0
S1038,21,2,1.0,1,5.59065489401541,-0.21661880479762954,0,0,20.0
S1039,7,2,0.5,1,5.592970758298615,-0.21662103086397258,0,1,10.0
S1039,7,3,0.5,1,5.59102131384973,-0.21691661989442168,0,1,10.0
S1039,9,1,0.5,1,5.5936101947177175,-0.21717498589754325,0,1,10.0
S1039,9,4,0.5,1,5.592655130527213,-0.21724256918331086,0,1,10.0
S1039,11,0,0.2,1,5.594112606981823,-0.21836239857102513,0,0,4.0
S1039,11,5,0.8,1,5.5941882234806055,-0.21706863727822276,1,0,16.0
S1039,12,1,0.5,1,5.5926161917521915,-0.21502514946630494,0,0,10.0
S1039,12,3,0.5,1,5.5951343505061715,-0.21611786625497734,0,0,10.0
S1039,15,1,0.5,1,5.595043177547458,-0.21844807175578637,0,0,10.0
S1039,16,2,0.8,1,5.594245839890288,-0.21499732790206236,0,0,16.0
S1039,17,4,0.2,1,5.594801366320711,-0.21414303527728754,0,1,4.0
S1039,17,6,0.5,1,5.593530844455058,-0.21656212042134787,1,1,10.0
S1039,19,2,0.2,1,5.594817696034985,-0.2166983616082,0,1,4.0
S1039,21,0,0.2,1,5.593275750455074,-0.21692251563355391,0,0,4.0
S1039,22,0,0.8,1,5.593868653083326,-0.21732318554816835,0,0,16.0
S1051,5,2,0.2,1,5.597653912817744,-0.21219490333193058,0,0,4.0
S1051,7,5,0.2,1,5.598155905317972,-0.2119784316260252,1,1,4.0
S1051,7,6,0.8,1,5.5989009002016354,-0.2113224089316733,1,1,16.0
S1051,8,1,0.5,1,5.599444276552765,-0.2127786664791835,0,1,10.0
S1051,8,3,0.8,1,5.599190562988588,-0.21243883090184879,0,1,16.0
S1051,8,5,0.2,1,5.596689855091314,-0.21445162845719368,1,1,4.0
S1051,9,4,0.2,1,5.5979484306900185,-0.21376612268748332,0,1,4.0
S1051,11,0,0.2,1,5.598557780974242,-0.2128552219356095,0,0,4.0
S1051,15,2,0.2,1,5.5987786058305815,-0.20913230035281005,0,0,4.0
S1051,15,4,1.0,1,5.598353103525769,-0.20989169333730817,0,0,20.0
S1051,16,6,0.8,1,5.599781653641421,-0.21301857542817043,1,0,16.0
S1051,18,0,0.8,1,5.598396454506666,-0.21248915090419854,0,1,16.0
S1051,20,4,0.8,1,5.598113154531908,-0.21363199057047208,0,0,16.0
S1051,21,0,0.2,1,5.598975675237565,-0.21318743222428865,0,0,4.0
S1052,5,6,0.5,1,5.595337311434647,-0.20881720017182215,1,0,10.0
S1052,12,5,0.5,1,5.596632799132214,-0.20971509999293933,1,0,10.0
S1052,20,6,0.2,1,5.597653995960863,-0.2113453168693847,1,0,4.0
S1056,13,4,1.0,1,5.595015675177759,-0.2186594381817606,0,0,20.0
S1056,17,4,0.8,1,5.5958560617499495,-0.21756602755083473,0,1,16.0
S1056,19,6,0.2,1,5.592710407512853,-0.2183206078802081,1,1,4.0
S1057,8,4,0.2,1,5.592409479199842,-0.2164054389528676,0,1,4.0
S1057,9,2,1.0,1,5.592179665890866,-0.2164269098931743,0,1,20.0
S1057,11,5,1.0,1,5.591949459418743,-0.21626306893159006,1,0,20.0
S106,11,5,0.2,1,5.548288586059068,-0.3390242228145415,1,0,4.0
S106,12,1,0.8,1,5.548089244307443,-0.33865957127658985,0,0,16.0
S106,12,5,0.2,1,5.548507073539601,-0.3372718233696466,1,0,4.0
S106,18,3,0.8,1,5.549587191571535,-0.3388834461690547,0,1,16.0
S106,22,2,0.5,1,5.547834312065127,-0.33826428330165703,0,0,10.0
S1061,6,5,0.8,1,5.56590260900536,-0.16988776875818024,1,0,16.0
S1061,11,4,0.5,1,5.567821622785747,-0.16920735476431642,0,0,10.0
S1061,12,6,0.5,1,5.567279335040314,-0.16961525865815585,1,0,10.0
S1061,13,1,0.5,1,5.566822425847194,-0.16800330353560539,0,0,10.0
S1061,16,2,0.2,1,5.569583935618405,-0.17148149658863804,0,0,4.0
S1062,9,3,0.5,1,5.565051900811516,-0.1727101010688315,0,1,10.0
S1062,10,5,0.8,1,5.563328817522307,-0.17102224585039744,1,0,16.0
S1062,12,5,0.8,1,5.56405826471223,-0.1714955529639482,1,0,16.0
S1062,14,1,1.0,1,5.563967885097268,-0.17395485603144145,0,0,20.0
S1062,15,3,0.2,1,5.56348224339037,-0.17138095074488782,0,0,4.0
S1062,17,0,0.2,1,5.562463255808785,-0.1720850047498164,0,1,4.0
S1064,6,5,1.0,1,5.5668799731731085,-0.1774197969562211,1,0,20.0
S1064,8,4,1.0,1,5.566541468450505,-0.17896340521774953,0,1,20.0
S1064,8,6,1.0,1,5.567051239458738,-0.17964846710592955,1,1,20.0
S1064,9,4,0.8,1,5.566184131380013,-0.17812806183461516,0,1,16.0
S1064,11,1,0.5,1,5.565692121046599,-0.17882914231033198,0,0,10.0
S1064,11,3,0.5,1,5.566905447519641,-0.17983203844987278,0,0,10.0
S1064,13,1,0.5,1,5.567137331361435,-0.1785671182916342,0,0,10.0
S1064,15,3,0.2,1,5.567006100481985,-0.17753172170448275,0,0,4.0
S1064,17,6,0.8,1,5.568528091105288,-0.1799357527399222,1,1,16.0
S1065,5,0,0.2,1,5.568028031785738,-0.1825587905715815,0,0,4.0
S1065,13,4,0.5,1,5.565072033288033,-0.18112035178243985,0,0,10.0
S1065,15,1,0.8,1,5.565395228818283,-0.1827286516483092,0,0,16.0
S1065,17,1,0.2,1,5.567169188625837,-0.18068825122872034,0,1,4.0
S1065,18,3,0.2,1,5.565446607765757,-0.18082224417478762,0,1,4.0
S1065,21,3,0.2,1,5.565202916272827,-0.18009437155585356,0,0,4.0
S1067,6,4,0.5,1,5.563816588823511,-0.18091190992483955,0,0,10.0
S1067,16,2,1.0,1,5.563100962408657,-0.180291427396736,0,0,20.0
S1067,16,4,0.5,1,5.563861340420098,-0.18293447208366817,0,0,10.0
S1067,22,4,0.5,1,5.56479074769902,-0.18236383593613992,0,0,10.0
S1068,5,2,0.2,1,5.560173642840938,-0.18227976481984215,0,0,4.0
S1068,7,5,0.8,1,5.5588255695243065,-0.1824636592365217,1,1,16.0
S1068,12,3,0.5,1,5.560798123672526,-0.18274195188941222,0,0,10.0
S1068,13,2,0.2,1,5.561401943551214,-0.18189225889202135,0,0,4.0
S1068,14,0,0.8,1,5.563714311847056,-0.18387848023281694,0,0,16.0
S1068,17,6,0.8,1,5.561991424151284,-0.1798656185915025,1,1,16.0
S1068,18,1,0.2,1,5.559554986571951,-0.18136299757872826,0,1,4.0
S1068,18,3,1.0,1,5.5606722745292165,-0.18090486833730568,0,1,20.0
S1068,19,2,0.5,1,5.56137589604326,-0.18275137353568927,0,1,10.0
S1068,20,3,0.5,1,5.560900371416531,-0.1818044105336342,0,0,10.0
S1068,21,3,0.8,1,5.560550104325051,-0.18083005330440832,0,0,16.0
S1069,5,3,0.2,1,5.560797212270138,-0.182101917254256,0,0,4.0
S1069,7,4,0.8,1,5.558816145978045,-0.18157630830034932,0,1,16.0
S1069,7,5,0.2,1,5.559027363715257,-0.18300962171943908,1,1,4.0
S1069,8,0,0.8,1,5.558842570865771,-0.18191205104845917,0,1,16.0
S1069,11,0,0.5,1,5.559673846328584,-0.18112405303379867,0,0,10.0
S1069,11,6,0.5,1,5.5577950787683825,-0.18112641748932426,1,0,10.0
S1069,12,1,0.8,1,5.558390044167275,-0.1825910836000747,0,0,16.0
S1069,12,5,0.5,1,5.558302957950178,-0.18217224916235936,1,0,10.0
S1069,13,5,0.5,1,5.557065418611306,-0.18211685126188387,1,0,10.0
